Sample_ID,sample_info,titration_dayblock,titration_numberorder,salinity_psu_calibr0915,site,SGD_number,col_blank,pre_post,date
preCabralD3_Dil5rep1,CDay3_pre_dil5rep1_06102023,9,15,,Cabral,0.1,,pre,6/10/23
preCabralD3_Dil5rep2,CDay3_pre_dil5rep2_06102023,9,16,,Cabral,0.1,,pre,6/10/23
preCabralD3_Dil5rep3,CDay3_pre_dil5rep3_06102023,9,17,,Cabral,0.1,,pre,6/10/23
preCabralD3_Dil6rep1,CDay3_pre_dil6rep1_06102023,9,18,,Cabral,0.5,,pre,6/10/23
preCabralD3_Dil6rep2,CDay3_pre_dil6rep2_06102023,9,19,,Cabral,0.5,,pre,6/10/23
preCabralD3_Dil6rep3,CDay3_pre_dil6rep3_06102023,9,20,,Cabral,0.5,,pre,6/10/23
preCabralD3_Dil7rep1,CDay3_pre_dil7rep1_06102023,9,21,,Cabral,1,,pre,6/10/23
preCabralD3_Dil7rep2,CDay3_pre_dil7rep2_06102023,9,22,,Cabral,1,,pre,6/10/23
preCabralD3_Dil7rep3,CDay3_pre_dil7rep3_06102023,9,23,,Cabral,1,,pre,6/10/23
preCabralD3_Dil8rep1,CDay3_pre_dil8rep1_06102023,9,24,,Cabral,2,,pre,6/10/23
preCabralD3_Dil8rep2,CDay3_pre_dil8rep2_06102023,9,25,,Cabral,2,,pre,6/10/23
preCabralD3_Dil8rep3,CDay3_pre_dil8rep3_06102023,9,26,,Cabral,2,,pre,6/10/23
preCabralD3_Dil9rep1,CDay3_pre_dil9rep1_06102023,9,27,,Cabral,4,,pre,6/10/23
preCabralD3_Dil9rep2,CDay3_pre_dil9rep2_06102023,9,28,,Cabral,4,,pre,6/10/23
preCabralD3_Dil9rep3,CDay3_pre_dil9rep3_06102023,9,29,,Cabral,4,,pre,6/10/23
Junk1,seawater,10,1,,Cabral,,,post,6/10/23
Junk2,seawater,10,2,,Cabral,,,post,6/10/23
postCabral_Col5_Dil1,CDay3_post_Col5Dil1_06102023,10,3,,Cabral,0,,post,6/10/23
postCabral_Col6_Dil1,CDay3_post_Col6Dil1_06102023,10,4,,Cabral,0,,post,6/10/23
postCabral_Blank_Dil1,CDay3_post_BlankDil1_06102023,10,5,,Cabral,0,,post,6/10/23
postCabral_Col5_Dil2,CDay3_post_Col5Dil2_06102023,10,6,,Cabral,0.01,,post,6/10/23
postCabral_Col6_Dil2,CDay3_post_Col6Dil2_06102023,10,7,,Cabral,0.01,,post,6/10/23
postCabral_Blank_Dil2,CDay3_post_BlankDil2_06102023,10,8,,Cabral,0.01,,post,6/10/23
postCabral_Col5_Dil3,CDay3_post_Col5Dil3_06102023,10,9,,Cabral,0.03,,post,6/10/23
postCabral_Col6_Dil3,CDay3_post_Col6Dil3_06102023,10,10,,Cabral,0.03,,post,6/10/23
postCabral_Blank_Dil3,CDay3_post_BlankDil3_06102023,10,11,,Cabral,0.03,,post,6/10/23
postCabral_Col5_Dil4,CDay3_post_Col5Dil4_06102023,10,12,,Cabral,0.05,,post,6/10/23
postCabral_Col6_Dil4,CDay3_post_Col6Dil4_06102023,10,13,,Cabral,0.05,,post,6/10/23
postCabral_Blank_Dil4,CDay3_post_BlankDil4_06102023,10,14,,Cabral,0.05,,post,6/10/23
postCabral_Col5_Dil5,CDay3_post_Col5Dil5_06102023,10,15,,Cabral,0.1,,post,6/10/23
postCabral_Col6_Dil5,CDay3_post_Col6Dil5_06102023,10,16,,Cabral,0.1,,post,6/10/23
postCabral_Blank_Dil5,CDay3_post_BlankDil5_06102023,10,17,,Cabral,0.1,,post,6/10/23
postCabral_Col5_Dil6,CDay3_post_Col5Dil6_06102023,10,18,,Cabral,0.5,,post,6/10/23
postCabral_Col6_Dil6,CDay3_post_Col6Dil6_06102023,10,19,,Cabral,0.5,,post,6/10/23
postCabral_Blank_Dil6,CDay3_post_BlankDil6_06102023,10,20,,Cabral,0.5,,post,6/10/23
postCabral_Col5_Dil7,CDay3_post_Col5Dil7_06102023,10,21,,Cabral,1,,post,6/10/23
postCabral_Col6_Dil7,CDay3_post_Col6Dil7_06102023,10,22,,Cabral,1,,post,6/10/23
postCabral_Blank_Dil7,CDay3_post_BlankDil7_06102023,10,23,,Cabral,1,,post,6/10/23
postCabral_Col5_Dil8,CDay3_post_Col5Dil8_06102023,10,24,,Cabral,2,,post,6/10/23
postCabral_Col6_Dil8,CDay3_post_Col6Dil8_06102023,10,25,,Cabral,2,,post,6/10/23
postCabral_Blank_Dil8,CDay3_post_BlankDil8_06102023,10,26,,Cabral,2,,post,6/10/23
postCabral_Col5_Dil9,CDay3_post_Col5Dil9_06102023,10,27,,Cabral,4,,post,6/10/23
postCabral_Col6_Dil9,CDay3_post_Col6Dil9_06102023,10,28,,Cabral,4,,post,6/10/23
postCabral_Blank_Dil9,CDay3_post_BlankDil9_06102023,10,29,,Cabral,4,,post,6/10/23
Junk1,seawater,11,1,,Cabral,,,pre,6/11/23
Junk2,seawater,11,2,,Cabral,,,pre,6/11/23
preCabralD4_Dil1rep1,CDay4_pre_dil1rep1_06112023,11,3,,Cabral,0,,pre,6/11/23
preCabralD4_Dil1rep2,CDay4_pre_dil1rep2_06112023,11,4,,Cabral,0,,pre,6/11/23
preCabralD4_Dil1rep3,CDay4_pre_dil1rep3_06112023,11,5,,Cabral,0,,pre,6/11/23
preCabralD4_Dil2rep1,CDay4_pre_dil2rep1_06112023,11,6,,Cabral,0.01,,pre,6/11/23
preCabralD4_Dil2rep2,CDay4_pre_dil2rep2_06112023,11,7,,Cabral,0.01,,pre,6/11/23
preCabralD4_Dil2rep3,CDay4_pre_dil2rep3_06112023,11,8,,Cabral,0.01,,pre,6/11/23
preCabralD4_Dil3rep1,CDay4_pre_dil3rep1_06112023,11,9,,Cabral,0.03,,pre,6/11/23
preCabralD4_Dil3rep2,CDay4_pre_dil3rep2_06112023,11,10,,Cabral,0.03,,pre,6/11/23
preCabralD4_Dil3rep3,CDay4_pre_dil3rep3_06112023,11,11,,Cabral,0.03,,pre,6/11/23
preCabralD4_Dil4rep1,CDay4_pre_dil4rep1_06112023,11,12,,Cabral,0.05,,pre,6/11/23
preCabralD4_Dil4rep2,CDay4_pre_dil4rep2_06112023,11,13,,Cabral,0.05,,pre,6/11/23
preCabralD4_Dil4rep3,CDay4_pre_dil4rep3_06112023,11,14,,Cabral,0.05,,pre,6/11/23
preCabralD4_Dil5rep1,CDay4_pre_dil5rep1_06112023,11,15,,Cabral,0.1,,pre,6/11/23
preCabralD4_Dil5rep2,CDay4_pre_dil5rep2_06112023,11,16,,Cabral,0.1,,pre,6/11/23
preCabralD4_Dil5rep3,CDay4_pre_dil5rep3_06112023,11,17,,Cabral,0.1,,pre,6/11/23
preCabralD4_Dil6rep1,CDay4_pre_dil6rep1_06112023,11,18,,Cabral,0.5,,pre,6/11/23
preCabralD4_Dil6rep2,CDay4_pre_dil6rep2_06112023,11,19,,Cabral,0.5,,pre,6/11/23
preCabralD4_Dil6rep3,CDay4_pre_dil6rep3_06112023,11,20,,Cabral,0.5,,pre,6/11/23
preCabralD4_Dil7rep1,CDay4_pre_dil7rep1_06112023,11,21,,Cabral,1,,pre,6/11/23
preCabralD4_Dil7rep2,CDay4_pre_dil7rep2_06112023,11,22,,Cabral,1,,pre,6/11/23
preCabralD4_Dil7rep3,CDay4_pre_dil7rep3_06112023,11,23,,Cabral,1,,pre,6/11/23
preCabralD4_Dil8rep1,CDay4_pre_dil8rep1_06112023,11,24,,Cabral,2,,pre,6/11/23
preCabralD4_Dil8rep2,CDay4_pre_dil8rep2_06112023,11,25,,Cabral,2,,pre,6/11/23
preCabralD4_Dil8rep3,CDay4_pre_dil8rep3_06112023,11,26,,Cabral,2,,pre,6/11/23
preCabralD4_Dil9rep1,CDay4_pre_dil9rep1_06112023,11,27,,Cabral,4,,pre,6/11/23
preCabralD4_Dil9rep2,CDay4_pre_dil9rep2_06112023,11,28,,Cabral,4,,pre,6/11/23
preCabralD4_Dil9rep3,CDay4_pre_dil9rep3_06112023,11,29,,Cabral,4,,pre,6/11/23
Junk1,seawater,12,1,,Cabral,,,post,6/11/23
Junk2,seawater,12,2,,Cabral,,,post,6/11/23
postCabral_Col7_Dil1,CDay4_post_Col7Dil1_06112023,12,3,,Cabral,0,,post,6/11/23
postCabral_Col8_Dil1,CDay4_post_Col8Dil1_06112023,12,4,,Cabral,0,,post,6/11/23
postCabral_Blank_Dil1,CDay4_post_BlankDil1_06112023,12,5,,Cabral,0,,post,6/11/23
postCabral_Col7_Dil2,CDay4_post_Col7Dil2_06112023,12,6,,Cabral,0.01,,post,6/11/23
postCabral_Col8_Dil2,CDay4_post_Col8Dil2_06112023,12,7,,Cabral,0.01,,post,6/11/23
postCabral_Blank_Dil2,CDay4_post_BlankDil2_06112023,12,8,,Cabral,0.01,,post,6/11/23
postCabral_Col7_Dil3,CDay4_post_Col7Dil3_06112023,12,9,,Cabral,0.03,,post,6/11/23
postCabral_Col8_Dil3,CDay4_post_Col8Dil3_06112023,12,10,,Cabral,0.03,,post,6/11/23
postCabral_Blank_Dil3,CDay4_post_BlankDil3_06112023,12,11,,Cabral,0.03,,post,6/11/23
postCabral_Col7_Dil4,CDay4_post_Col7Dil4_06112023,12,12,,Cabral,0.05,,post,6/11/23
postCabral_Col8_Dil4,CDay4_post_Col8Dil4_06112023,12,13,,Cabral,0.05,,post,6/11/23
postCabral_Blank_Dil4,CDay4_post_BlankDil4_06112023,12,14,,Cabral,0.05,,post,6/11/23
postCabral_Col7_Dil5,CDay4_post_Col7Dil5_06112023,12,15,,Cabral,0.1,,post,6/11/23
postCabral_Col8_Dil5,CDay4_post_Col8Dil5_06112023,12,16,,Cabral,0.1,,post,6/11/23
postCabral_Blank_Dil5,CDay4_post_BlankDil5_06112023,12,17,,Cabral,0.1,,post,6/11/23
postCabral_Col7_Dil6,CDay4_post_Col7Dil6_06112023,12,18,,Cabral,0.5,,post,6/11/23
postCabral_Col8_Dil6,CDay4_post_Col8Dil6_06112023,12,19,,Cabral,0.5,,post,6/11/23
postCabral_Blank_Dil6,CDay4_post_BlankDil6_06112023,12,20,,Cabral,0.5,,post,6/11/23
postCabral_Col7_Dil7,CDay4_post_Col7Dil7_06112023,12,21,,Cabral,1,,post,6/11/23
postCabral_Col8_Dil7,CDay4_post_Col8Dil7_06112023,12,22,,Cabral,1,,post,6/11/23
postCabral_Blank_Dil7,CDay4_post_BlankDil7_06112023,12,23,,Cabral,1,,post,6/11/23
postCabral_Col7_Dil8,CDay4_post_Col7Dil8_06112023,12,24,,Cabral,2,,post,6/11/23
postCabral_Col8_Dil8,CDay4_post_Col8Dil8_06112023,12,25,,Cabral,2,,post,6/11/23
postCabral_Blank_Dil8,CDay4_post_BlankDil8_06112023,12,26,,Cabral,2,,post,6/11/23
postCabral_Col7_Dil9,CDay4_post_Col7Dil9_06112023,12,27,,Cabral,4,,post,6/11/23
postCabral_Col8_Dil9,CDay4_post_Col8Dil9_06112023,12,28,,Cabral,4,,post,6/11/23
postCabral_Blank_Dil9,CDay4_post_BlankDil9_06112023,12,29,,Cabral,4,,post,6/11/23
Junk1,seawater,13,1,,Cabral,,,pre,6/12/23
Junk2,seawater,13,2,,Cabral,,,pre,6/12/23
preCabralD5_Dil1rep1,CDay5_pre_dil1rep1_06122023,13,3,,Cabral,0,,pre,6/12/23
preCabralD5_Dil1rep2,CDay5_pre_dil1rep2_06122023,13,4,,Cabral,0,,pre,6/12/23
preCabralD5_Dil1rep3,CDay5_pre_dil1rep3_06122023,13,5,,Cabral,0,,pre,6/12/23
preCabralD5_Dil2rep1,CDay5_pre_dil2rep1_06122023,13,6,,Cabral,0.01,,pre,6/12/23
preCabralD5_Dil2rep2,CDay5_pre_dil2rep2_06122023,13,7,,Cabral,0.01,,pre,6/12/23
preCabralD5_Dil2rep3,CDay5_pre_dil2rep3_06122023,13,8,,Cabral,0.01,,pre,6/12/23
preCabralD5_Dil3rep1,CDay5_pre_dil3rep1_06122023,13,9,,Cabral,0.03,,pre,6/12/23
preCabralD5_Dil3rep2,CDay5_pre_dil3rep2_06122023,13,10,,Cabral,0.03,,pre,6/12/23
preCabralD5_Dil3rep3,CDay5_pre_dil3rep3_06122023,13,11,,Cabral,0.03,,pre,6/12/23
preCabralD5_Dil4rep1,CDay5_pre_dil4rep1_06122023,13,12,,Cabral,0.05,,pre,6/12/23
preCabralD5_Dil4rep2,CDay5_pre_dil4rep2_06122023,13,13,,Cabral,0.05,,pre,6/12/23
preCabralD5_Dil4rep3,CDay5_pre_dil4rep3_06122023,13,14,,Cabral,0.05,,pre,6/12/23
preCabralD5_Dil5rep1,CDay5_pre_dil5rep1_06122023,13,15,,Cabral,0.1,,pre,6/12/23
preCabralD5_Dil5rep2,CDay5_pre_dil5rep2_06122023,13,16,,Cabral,0.1,,pre,6/12/23
preCabralD5_Dil5rep3,CDay5_pre_dil5rep3_06122023,13,17,,Cabral,0.1,,pre,6/12/23
preCabralD5_Dil6rep1,CDay5_pre_dil6rep1_06122023,13,18,,Cabral,0.5,,pre,6/12/23
preCabralD5_Dil6rep2,CDay5_pre_dil6rep2_06122023,13,19,,Cabral,0.5,,pre,6/12/23
preCabralD5_Dil6rep3,CDay5_pre_dil6rep3_06122023,13,20,,Cabral,0.5,,pre,6/12/23
preCabralD5_Dil7rep1,CDay5_pre_dil7rep1_06122023,13,21,,Cabral,1,,pre,6/12/23
preCabralD5_Dil7rep2,CDay5_pre_dil7rep2_06122023,13,22,,Cabral,1,,pre,6/12/23
preCabralD5_Dil7rep3,CDay5_pre_dil7rep3_06122023,13,23,,Cabral,1,,pre,6/12/23
preCabralD5_Dil8rep1,CDay5_pre_dil8rep1_06122023,13,24,,Cabral,2,,pre,6/12/23
preCabralD5_Dil8rep2,CDay5_pre_dil8rep2_06122023,13,25,,Cabral,2,,pre,6/12/23
preCabralD5_Dil8rep3,CDay5_pre_dil8rep3_06122023,13,26,,Cabral,2,,pre,6/12/23
preCabralD5_Dil9rep1,CDay5_pre_dil9rep1_06122023,13,27,,Cabral,4,,pre,6/12/23
preCabralD5_Dil9rep2,CDay5_pre_dil9rep2_06122023,13,28,,Cabral,4,,pre,6/12/23
preCabralD5_Dil9rep3,CDay5_pre_dil9rep3_06122023,13,29,,Cabral,4,,pre,6/12/23
Junk1,seawater,14,1,,Cabral,,,post,6/12/23
Junk2,seawater,14,2,,Cabral,,,post,6/12/23
postCabral_Col9_Dil1,CDay5_post_Col9Dil1_06122023,14,3,,Cabral,0,,post,6/12/23
postCabral_Col10_Dil1,CDay4_post_Col10Dil1_06112023,14,4,,Cabral,0,,post,6/12/23
postCabral_Blank_Dil1,CDay4_post_BlankDil1_06112023,14,5,,Cabral,0,,post,6/12/23
postCabral_Col9_Dil2,CDay4_post_Col9Dil2_06112023,14,6,,Cabral,0.01,,post,6/12/23
postCabral_Col10_Dil2,CDay4_post_Col10Dil2_06112023,14,7,,Cabral,0.01,,post,6/12/23
postCabral_Blank_Dil2,CDay4_post_BlankDil2_06112023,14,8,,Cabral,0.01,,post,6/12/23
postCabral_Col9_Dil3,CDay4_post_Col9Dil3_06112023,14,9,,Cabral,0.03,,post,6/12/23
postCabral_Col10_Dil3,CDay4_post_Col10Dil3_06112023,14,10,,Cabral,0.03,,post,6/12/23
postCabral_Blank_Dil3,CDay4_post_BlankDil3_06112023,14,11,,Cabral,0.03,,post,6/12/23
postCabral_Col9_Dil4,CDay4_post_Col9Dil4_06112023,14,12,,Cabral,0.05,,post,6/12/23
postCabral_Col10_Dil4,CDay4_post_Col10Dil4_06112023,14,13,,Cabral,0.05,,post,6/12/23
postCabral_Blank_Dil4,CDay4_post_BlankDil4_06112023,14,14,,Cabral,0.05,,post,6/12/23
postCabral_Col9_Dil5,CDay4_post_Col9Dil5_06112023,14,15,,Cabral,0.1,,post,6/12/23
postCabral_Col10_Dil5,CDay4_post_Col10Dil5_06112023,14,16,,Cabral,0.1,,post,6/12/23
postCabral_Blank_Dil5,CDay4_post_BlankDil5_06112023,14,17,,Cabral,0.1,,post,6/12/23
postCabral_Col9_Dil6,CDay4_post_Col9Dil6_06112023,14,18,,Cabral,0.5,,post,6/12/23
postCabral_Col10_Dil6,CDay4_post_Col10Dil6_06112023,14,19,,Cabral,0.5,,post,6/12/23
postCabral_Blank_Dil6,CDay4_post_BlankDil6_06112023,14,20,,Cabral,0.5,,post,6/12/23
postCabral_Col9_Dil7,CDay4_post_Col9Dil7_06112023,14,21,,Cabral,1,,post,6/12/23
postCabral_Col10_Dil7,CDay4_post_Col10Dil7_06112023,14,22,,Cabral,1,,post,6/12/23
postCabral_Blank_Dil7,CDay4_post_BlankDil7_06112023,14,23,,Cabral,1,,post,6/12/23
postCabral_Col9_Dil8,CDay4_post_Col9Dil8_06112023,14,24,,Cabral,2,,post,6/12/23
postCabral_Col10_Dil8,CDay4_post_Col10Dil8_06112023,14,25,,Cabral,2,,post,6/12/23
postCabral_Blank_Dil8,CDay4_post_BlankDil8_06112023,14,26,,Cabral,2,,post,6/12/23
postCabral_Col9_Dil9,CDay4_post_Col9Dil9_06112023,14,27,,Cabral,4,,post,6/12/23
postCabral_Col10_Dil9,CDay4_post_Col10Dil9_06112023,14,28,,Cabral,4,,post,6/12/23
postCabral_Blank_Dil9,CDay4_post_BlankDil9_06112023,14,29,,Cabral,4,,post,6/12/23
Junk1,seawater,15,1,,Cabral,,,pre,6/13/23
Junk2,seawater,15,2,,Cabral,,,pre,6/13/23
preCabralD6_Dil1rep1,CDay6_pre_dil1rep1_06132023,15,3,,Cabral,0,,pre,6/13/23
preCabralD6_Dil1rep2,CDay6_pre_dil1rep2_06132023,15,4,,Cabral,0,,pre,6/13/23
preCabralD6_Dil1rep3,CDay6_pre_dil1rep3_06132023,15,5,,Cabral,0,,pre,6/13/23
preCabralD6_Dil2rep1,CDay6_pre_dil2rep1_06132023,15,6,,Cabral,0.01,,pre,6/13/23
preCabralD6_Dil2rep2,CDay6_pre_dil2rep2_06132023,15,7,,Cabral,0.01,,pre,6/13/23
preCabralD6_Dil2rep3,CDay6_pre_dil2rep3_06132023,15,8,,Cabral,0.01,,pre,6/13/23
preCabralD6_Dil3rep1,CDay6_pre_dil3rep1_06132023,15,9,,Cabral,0.03,,pre,6/13/23
preCabralD6_Dil3rep2,CDay6_pre_dil3rep2_06132023,15,10,,Cabral,0.03,,pre,6/13/23
preCabralD6_Dil3rep3,CDay6_pre_dil3rep3_06132023,15,11,,Cabral,0.03,,pre,6/13/23
preCabralD6_Dil4rep1,CDay6_pre_dil4rep1_06132023,15,12,,Cabral,0.05,,pre,6/13/23
preCabralD6_Dil4rep2,CDay6_pre_dil4rep2_06132023,15,13,,Cabral,0.05,,pre,6/13/23
preCabralD6_Dil4rep3,CDay6_pre_dil4rep3_06132023,15,14,,Cabral,0.05,,pre,6/13/23
preCabralD6_Dil5rep1,CDay6_pre_dil5rep1_06132023,15,15,,Cabral,0.1,,pre,6/13/23
preCabralD6_Dil5rep2,CDay6_pre_dil5rep2_06132023,15,16,,Cabral,0.1,,pre,6/13/23
preCabralD6_Dil5rep3,CDay6_pre_dil5rep3_06132023,15,17,,Cabral,0.1,,pre,6/13/23
preCabralD6_Dil6rep1,CDay6_pre_dil6rep1_06132023,15,18,,Cabral,0.5,,pre,6/13/23
preCabralD6_Dil6rep2,CDay6_pre_dil6rep2_06132023,15,19,,Cabral,0.5,,pre,6/13/23
preCabralD6_Dil6rep3,CDay6_pre_dil6rep3_06132023,15,20,,Cabral,0.5,,pre,6/13/23
preCabralD6_Dil7rep1,CDay6_pre_dil7rep1_06132023,15,21,,Cabral,1,,pre,6/13/23
preCabralD6_Dil7rep2,CDay6_pre_dil7rep2_06132023,15,22,,Cabral,1,,pre,6/13/23
preCabralD6_Dil7rep3,CDay6_pre_dil7rep3_06132023,15,23,,Cabral,1,,pre,6/13/23
preCabralD6_Dil8rep1,CDay6_pre_dil8rep1_06132023,15,24,,Cabral,2,,pre,6/13/23
preCabralD6_Dil8rep2,CDay6_pre_dil8rep2_06132023,15,25,,Cabral,2,,pre,6/13/23
preCabralD6_Dil8rep3,CDay6_pre_dil8rep3_06132023,15,26,,Cabral,2,,pre,6/13/23
preCabralD6_Dil9rep1,CDay6_pre_dil9rep1_06132023,15,27,,Cabral,4,,pre,6/13/23
preCabralD6_Dil9rep2,CDay6_pre_dil9rep2_06132023,15,28,,Cabral,4,,pre,6/13/23
preCabralD6_Dil9rep3,CDay6_pre_dil9rep3_06132023,15,29,,Cabral,4,,pre,6/13/23
Junk1,seawater,16,1,,Cabral,,,post,6/13/23
Junk2,seawater,16,2,,Cabral,,,post,6/13/23
postCabral_Col11_Dil1,CDay6_post_Col11Dil1_06132023,16,3,,Cabral,0,,post,6/13/23
postCabral_Col12_Dil1,CDay6_post_Col12Dil1_06132023,16,4,,Cabral,0,,post,6/13/23
postCabral_Blank_Dil1,CDay6_post_BlankDil1_06132023,16,5,,Cabral,0,,post,6/13/23
postCabral_Col11_Dil2,CDay6_post_Col11Dil2_06132023,16,6,,Cabral,0.01,,post,6/13/23
postCabral_Col12_Dil2,CDay6_post_Col12Dil2_06132023,16,7,,Cabral,0.01,,post,6/13/23
postCabral_Blank_Dil2,CDay6_post_BlankDil2_06132023,16,8,,Cabral,0.01,,post,6/13/23
postCabral_Col11_Dil3,CDay6_post_Col11Dil3_06132023,16,9,,Cabral,0.03,,post,6/13/23
postCabral_Col12_Dil3,CDay6_post_Col12Dil3_06132023,16,10,,Cabral,0.03,,post,6/13/23
postCabral_Blank_Dil3,CDay6_post_BlankDil3_06132023,16,11,,Cabral,0.03,,post,6/13/23
postCabral_Col11_Dil4,CDay6_post_Col11Dil4_06132023,16,12,,Cabral,0.05,,post,6/13/23
postCabral_Col12_Dil4,CDay6_post_Col12Dil4_06132023,16,13,,Cabral,0.05,,post,6/13/23
postCabral_Blank_Dil4,CDay6_post_BlankDil4_06132023,16,14,,Cabral,0.05,,post,6/13/23
postCabral_Col11_Dil5,CDay6_post_Col11Dil5_06132023,16,15,,Cabral,0.1,,post,6/13/23
postCabral_Col12_Dil5,CDay6_post_Col12Dil5_06132023,16,16,,Cabral,0.1,,post,6/13/23
postCabral_Blank_Dil5,CDay6_post_BlankDil5_06132023,16,17,,Cabral,0.1,,post,6/13/23
postCabral_Col11_Dil6,CDay6_post_Col11Dil6_06132023,16,18,,Cabral,0.5,,post,6/13/23
postCabral_Col12_Dil6,CDay6_post_Col12Dil6_06132023,16,19,,Cabral,0.5,,post,6/13/23
postCabral_Blank_Dil6,CDay6_post_BlankDil6_06132023,16,20,,Cabral,0.5,,post,6/13/23
postCabral_Col11_Dil7,CDay6_post_Col11Dil7_06132023,16,21,,Cabral,1,,post,6/13/23
postCabral_Col12_Dil7,CDay6_post_Col12Dil7_06132023,16,22,,Cabral,1,,post,6/13/23
postCabral_Blank_Dil7,CDay6_post_BlankDil7_06132023,16,23,,Cabral,1,,post,6/13/23
postCabral_Col11_Dil8,CDay6_post_Col11Dil8_06132023,16,24,,Cabral,2,,post,6/13/23
postCabral_Col12_Dil8,CDay6_post_Col12Dil8_06132023,16,25,,Cabral,2,,post,6/13/23
postCabral_Blank_Dil8,CDay6_post_BlankDil8_06132023,16,26,,Cabral,2,,post,6/13/23
postCabral_Col11_Dil9,CDay6_post_Col11Dil9_06132023,16,27,,Cabral,4,,post,6/13/23
postCabral_Col12_Dil9,CDay6_post_Col12Dil9_06132023,16,28,,Cabral,4,,post,6/13/23
postCabral_Blank_Dil9,CDay6_post_BlankDil9_06132023,16,29,,Cabral,4,,post,6/13/23
